"id_cliente","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente","resultado"
2,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
3,0.6428571428571428,0.4724409448818898,0.3614711131615179,0.5714285714285714,"churn"
4,0.5357142857142857,0.3622047244094488,0.28010789946796155,0.5714285714285714,"churn"
5,0.0714285714285714,0.015748031496062964,0.004263082250240968,0.1428571428571429,"churn"
6,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
7,0.75,0.7401574803149606,0.7656752953818333,0.7142857142857143,"não churn"
8,0.5714285714285714,0.4251968503937008,0.3342340415103741,0.5714285714285714,"não churn"
9,0.8571428571428572,0.9606299212598424,0.9868434406700576,0.7142857142857143,"churn"
10,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
11,0.8928571428571429,0.9763779527559056,0.9941686174338727,0.7142857142857143,"não churn"
12,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
13,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
14,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
15,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
16,0.4285714285714286,0.5511811023622047,0.6485488455366516,0.4285714285714286,"churn"
17,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
18,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
19,0.8214285714285714,0.9291338582677166,0.9669315457827288,0.7142857142857143,"churn"
20,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
21,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
22,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
23,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
24,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
25,0.4285714285714286,0.5511811023622047,0.6485488455366516,0.4285714285714286,"não churn"
26,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
27,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
28,0.8928571428571429,0.9763779527559056,0.9941686174338727,0.7142857142857143,"churn"
29,0.2142857142857143,0.2519685039370079,0.2327564043022803,0.1428571428571429,"não churn"
30,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
31,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
32,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
33,0.0714285714285714,0.015748031496062964,0.004263082250240968,0.1428571428571429,"não churn"
34,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
35,0.75,0.7401574803149606,0.7656752953818333,0.7142857142857143,"churn"
36,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
37,0.3214285714285714,0.2834645669291339,0.2443446633163361,0.2857142857142857,"não churn"
38,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
39,0.7857142857142857,0.9448818897637796,0.9825803584198171,0.5714285714285714,"não churn"
40,0.1428571428571429,0.06299212598425198,0.031500153901384616,0.1428571428571429,"não churn"
41,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
42,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
43,0.6428571428571428,0.4724409448818898,0.3614711131615179,0.5714285714285714,"churn"
44,0.8214285714285714,0.9291338582677166,0.9669315457827288,0.7142857142857143,"churn"
45,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
46,0.25,0.094488188976378,0.04308841291544041,0.2857142857142857,"churn"
47,0.2142857142857143,0.2519685039370079,0.2327564043022803,0.1428571428571429,"não churn"
48,0.1071428571428571,0.03149606299212604,0.011588259014055913,0.1428571428571429,"não churn"
49,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
50,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
51,0.3928571428571429,0.2992125984251969,0.24860774556657686,0.4285714285714286,"churn"
52,0.7142857142857143,0.8976377952755905,0.9553432867686732,0.5714285714285714,"não churn"
53,0.5357142857142857,0.3622047244094488,0.28010789946796155,0.5714285714285714,"não churn"
54,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
55,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
56,0.8214285714285714,0.9291338582677166,0.9669315457827288,0.7142857142857143,"churn"
57,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
58,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
59,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
60,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
61,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
62,0.1428571428571429,0.06299212598425198,0.031500153901384616,0.1428571428571429,"churn"
63,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"não churn"
64,0.2142857142857143,0.07874015748031493,0.03576323615162546,0.2857142857142857,"não churn"
65,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
66,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
67,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
68,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
69,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
70,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
71,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
72,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
73,0.8928571428571429,0.9763779527559056,0.9941686174338727,0.7142857142857143,"churn"
74,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
75,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
76,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
77,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
78,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
79,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
80,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
81,0.25,0.5039370078740157,0.6326975042723549,0.1428571428571429,"churn"
82,0.3928571428571429,0.20472440944881887,0.12138953209542268,0.4285714285714286,"não churn"
83,0.7857142857142857,0.8661417322834646,0.9128054037403164,0.7142857142857143,"não churn"
84,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
85,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
86,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
87,0.4285714285714286,0.5511811023622047,0.6485488455366516,0.4285714285714286,"churn"
88,0.7142857142857143,0.7301587301587302,0.7626082118311048,0.6666666666666667,"churn"
89,0.1428571428571429,0.06299212598425198,0.031500153901384616,0.1428571428571429,"não churn"
90,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
91,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
92,0.8571428571428572,0.9606299212598424,0.9868434406700576,0.7142857142857143,"churn"
93,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
94,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
95,0.0,0.0,1.1102230246251563e-16,0.0,"não churn"
96,0.2142857142857143,0.2519685039370079,0.2327564043022803,0.1428571428571429,"não churn"
97,0.75,0.7401574803149606,0.7656752953818333,0.7142857142857143,"não churn"
98,0.8571428571428572,0.9606299212598424,0.9868434406700576,0.7142857142857143,"churn"
99,0.2142857142857143,0.07874015748031493,0.03576323615162546,0.2857142857142857,"churn"
100,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"não churn"
101,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
102,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"não churn"
103,0.8928571428571429,0.9763779527559056,0.9941686174338727,0.7142857142857143,"não churn"
104,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
105,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
106,0.5714285714285714,0.4251968503937008,0.3342340415103741,0.5714285714285714,"churn"
107,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
108,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
109,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
110,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
111,0.0,0.0,1.1102230246251563e-16,0.0,"não churn"
112,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
113,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
114,0.6428571428571428,0.7086614173228347,0.7540870363677776,0.5714285714285714,"não churn"
115,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
116,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
117,0.7857142857142857,0.8661417322834646,0.9128054037403164,0.7142857142857143,"não churn"
118,0.8214285714285714,0.9291338582677166,0.9669315457827288,0.7142857142857143,"churn"
119,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
120,0.7857142857142857,0.9448818897637796,0.9825803584198171,0.5714285714285714,"churn"
121,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
122,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
123,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
124,0.5,0.2362204724409449,0.1329777911094785,0.5714285714285714,"churn"
125,0.3571428571428571,0.17322834645669294,0.10147763720809376,0.4285714285714286,"não churn"
126,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"churn"
127,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
128,0.7857142857142857,0.8661417322834646,0.9128054037403164,0.7142857142857143,"churn"
129,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
130,0.3928571428571429,0.2992125984251969,0.24860774556657686,0.4285714285714286,"não churn"
131,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
132,0.5357142857142857,0.6614173228346456,0.729912059230208,0.4285714285714286,"não churn"
133,0.3928571428571429,0.3779527559055118,0.3183827002460774,0.2857142857142857,"churn"
134,0.8571428571428572,0.9606299212598424,0.9868434406700576,0.7142857142857143,"churn"
135,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
136,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"churn"
137,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
138,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
139,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
140,0.8571428571428572,0.9606299212598424,0.9868434406700576,0.7142857142857143,"churn"
141,0.3928571428571429,0.5669291338582677,0.6641976581737397,0.2857142857142857,"não churn"
142,0.8928571428571429,0.9763779527559056,0.9941686174338727,0.7142857142857143,"não churn"
143,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
144,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
145,0.0,0.0,1.1102230246251563e-16,0.0,"não churn"
146,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
147,0.3214285714285714,0.1889763779527559,0.11712644984518185,0.2857142857142857,"churn"
148,0.5714285714285714,0.4251968503937008,0.3342340415103741,0.5714285714285714,"não churn"
149,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
150,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
151,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
152,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"churn"
153,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
154,0.3928571428571429,0.20472440944881887,0.12138953209542268,0.4285714285714286,"não churn"
155,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
156,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
157,0.8928571428571429,0.9763779527559056,0.9941686174338727,0.7142857142857143,"churn"
158,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
159,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
160,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
161,0.3214285714285714,0.1889763779527559,0.11712644984518185,0.2857142857142857,"não churn"
162,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
163,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
164,0.3214285714285714,0.2834645669291339,0.2443446633163361,0.2857142857142857,"churn"
165,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
166,0.7142857142857143,0.4881889763779528,0.36573419541175856,0.7142857142857143,"não churn"
167,0.2857142857142857,0.15748031496062995,0.09721455495785314,0.2857142857142857,"churn"
168,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
169,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
170,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
171,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
172,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"churn"
173,0.9642857142857144,0.9921259842519684,0.9984316996841136,0.8571428571428572,"não churn"
