"id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente"
2378,0.36629986454195396,0.40296604114362544,0.3245275379047401,0.34806629834254144
576,0.4544693545195805,0.8387092002820616,0.9022152233047692,0.4558011049723757
704,0.3176262879929379,0.27419354838708965,0.23840974498300982,0.3066298342541437
3818,0.3941220340014916,0.8387096158919796,0.9022152245423842,0.37016574585635365
1972,0.4183827222501255,0.02419367096527203,0.005865587225645008,0.425414364640884
2632,0.34759447818212263,0.7741935481580213,0.8705303038115457,0.3204419889502762
1539,0.32773237142900624,0.2586864422778561,0.2341543879484742,0.33977900552486184
2484,0.24457026315388952,0.5163810479214352,0.6364192756655668,0.22928176795580113
1695,0.3025584828698842,0.4024932616231538,0.32449903352435283,0.3287292817679558
793,0.3519321796569411,0.5241935483870968,0.6379861458767377,0.34806629834254144
1726,0.27814559456950216,0.774193540936509,0.8705303038083378,0.2596685082872928
485,0.3018279226214937,0.7579616572477553,0.8662357621986497,0.2928176795580111
2177,0.5065522122277522,0.7782258064514992,0.8711106333790873,0.494475138121547
2357,0.3881710119781441,0.7761466731542661,0.8707423566353615,0.3812154696132597
2881,0.3091639651157482,0.7737045514156982,0.8705016038003293,0.3066298342541437
9635,0.4242119842320746,0.5803478607656636,0.6680740694320679,0.4392265193370166
652,0.3410803159673075,0.27419354813971775,0.2384097449829875,0.34530386740331487
1844,0.4667062386801212,0.5239494113747271,0.6379755883894752,0.47513812154696133
1926,0.298114241358842,0.7741935409365162,0.8705303038083378,0.30110497237569056
3510,0.36809582515258055,0.6491855550564345,0.7235342884802455,0.4088397790055248
1276,0.28604477725522426,0.7741933099539515,0.8705303033322578,0.30386740331491713
2393,0.3261494908908269,0.5163810332531049,0.6364192756568253,0.3370165745856354
435,0.4965488743667835,0.40308847734959563,0.3245342121691863,0.5180055401662049
192,0.4440091213786137,0.5165032227748981,0.6364231597160996,0.47645429362880887
2122,0.35372889915979244,0.3359475236746554,0.2698417345171198,0.3545706371191135
1637,0.3695688771215623,0.3386466731542661,0.27009322728593366,0.3739612188365651
2087,0.43784147778577,0.5723446091452054,0.6653725449879984,0.4570637119113573
764,0.42474097427342705,0.2741935481542661,0.23840974498298795,0.47645429362880887
3592,0.44754442080776236,0.33870967741747726,0.2700946657791341,0.44875346260387816
3871,0.3843987695321467,0.774193548390852,0.8705303038115675,0.41551246537396125
3487,0.4442692949296766,0.8386329061712228,0.9022136011369013,0.4404432132963989
1493,0.44766685542002727,0.7605846769536915,0.8664846003060837,0.4515235457063712
374,0.39443840773786754,0.5241935483798221,0.6379861458767377,0.42105263157894735
1730,0.32673206715538483,0.7741859189925653,0.8705302326757699,0.3462603878116344
2379,0.3996877917387245,0.7761466584859356,0.8707423566266044,0.40997229916897504
2925,0.42411349688556954,0.08089717741747893,0.03598363763319257,0.41551246537396125
1628,0.3542033332823189,0.524193309502629,0.6379861453973694,0.368421052631579
866,0.29202185457828933,0.7741935479212081,0.8705303038115082,0.3213296398891967
1338,0.2458640057544268,0.07032799769581355,0.033038493536756475,0.2770083102493075
1979,0.42683766700846326,0.588646677228909,0.6696696281808795,0.46537396121883656
346,0.28590012396504494,0.5241782891323659,0.6379859525095328,0.31301939058171746
1909,0.2743453574325462,0.516381048386642,0.636419275665626,0.3047091412742382
2099,0.41015595108737235,0.27618415725950285,0.23862296038400133,0.4016620498614959
3760,0.400713181616443,0.5183819093133091,0.6366325736118079,0.39889196675900274
5270,0.2864969926998362,0.07869031468233567,0.03576094649300754,0.29085872576177285
2926,0.21465066174207448,0.5161290317919485,0.6364086465587717,0.26388888888888884
1699,0.39529085872576175,0.7737052669042697,0.8705016055825734,0.4194444444444444
3909,0.20590951061865193,0.5161290322580645,0.6364086465588308,0.25277777777777777
1731,0.44102800861803637,0.580897162517737,0.6681041964529714,0.4555555555555556
11265,0.3297014465989535,0.7739341487437279,0.870519552955963,0.3277777777777777
2519,0.3029393659587566,0.5161137806869867,0.6364084531948772,0.3416666666666667
1481,0.3682671591258849,0.7507560334859231,0.8647042387692576,0.3916666666666667
10364,0.2900584795321638,0.7661290317924068,0.8689528044936012,0.3194444444444444
4034,0.40478608802708527,0.7701615287411455,0.8695331345404896,0.40555555555555556
401,0.3054786088027085,0.516136900311509,0.6364087181739595,0.3194444444444444
2330,0.37591566635887963,0.7741935483725377,0.870530303811567,0.4027777777777778
1806,0.35929516774392123,0.5005042781347366,0.6321494522189506,0.39722222222222225
3834,0.25646352723915056,0.5161368998456131,0.6364087181739003,0.275
1222,0.3192200557103064,0.2580645158962016,0.23412165725271483,0.36490250696378834
212,0.3285205818632002,0.5078204947169634,0.6336875008343558,0.3398328690807799
1019,0.28811513463324046,0.5725176411290323,0.6653815404494102,0.3008356545961003
459,0.9085886722376973,1.0,1.0,0.8635097493036212
456,0.38461776539770964,0.7600806451631679,0.8664557073982888,0.3927576601671309
772,0.27528628907458996,0.06470514112903225,0.031694111409740766,0.3008356545961003
11295,0.2362426493345713,0.7578202488366587,0.8662316582866465,0.2590529247910863
1536,0.3324667285670071,0.7600711064972716,0.866455626634868,0.350974930362117
2676,0.2517022593624265,0.758064516129032,0.8662422160812943,0.2674094707520891
2970,0.44873104302073663,0.8382213809766861,0.9021865263699158,0.4428969359331476
1179,0.4798359640978025,0.8870972656990376,0.9523707618292176,0.50974930362117
2425,0.37773135252243883,0.32258058340483964,0.2658065779835316,0.3844011142061281
280,0.3216341689879294,0.822580637708832,0.897927136874189,0.32033426183844016
4055,0.3660631383472609,0.32258064509580664,0.26580657804885777,0.36768802228412256
3704,0.36720829464562055,0.33089663905482136,0.268527794199817,0.3732590529247911
9307,0.17476013618074904,0.00024414807558081897,1.0557491666562946e-05,0.20612813370473537
5065,0.4566233364283504,0.19959683571346987,0.11917747329861283,0.43732590529247906
5891,0.2882234602290312,0.06476599217672474,0.031695539793234584,0.29526462395543174
477,0.28641287527081394,0.5007402978522133,0.6321598861643845,0.28412256267409475
1000,0.2893995666976168,0.5000078755080151,0.6321206304469159,0.28690807799442897
1750,0.35204867649118443,0.7762096154263183,0.8707437950631953,0.33519553072625696
2023,0.30198720841567983,0.01833415848593556,0.004510769652105173,0.2905027932960894
1649,0.6865283764647298,0.9677400281352382,0.9883437594167771,0.6508379888268156
6473,0.32310421562067193,0.440202733742478,0.34981531382868813,0.3268156424581006
163,0.45137797419896986,0.5183971755567096,0.6366327669821834,0.45251396648044695
2670,0.29479777781235894,0.0163810476886046,0.0042987168369872375,0.2849162011173184
2566,0.8013880891987364,0.967741935483871,0.9883437690439604,0.7988826815642458
1127,0.39104589097586406,0.774193548390852,0.8705303038115675,0.36592178770949724
9,0.4514246588132771,0.8327225100609563,0.9010059927113421,0.44413407821229045
1144,0.3453727766452436,0.7741935476886048,0.8705303038114864,0.36871508379888274
443,0.3698043914660525,0.6296622983870968,0.7182847150496076,0.388268156424581
4296,0.4455735204867649,0.8387020405669598,0.9022151534686644,0.4217877094972067
2902,0.36801481458427354,0.02419354839085197,0.0058655870481800765,0.34916201117318435
3693,0.318466877266149,0.14527966898529132,0.0904232799076714,0.3184357541899442
2070,0.40670079830690464,0.5808361399202446,0.6681027676605658,0.3910614525139665
4078,0.47031636606962235,0.5887096769536951,0.669671066672803,0.44692737430167595
1843,0.3104371236052972,0.02370525223593556,0.005836888810429097,0.3044692737430168
2714,0.41801403650736835,0.08870949476371481,0.037550507474400474,0.4050279329608939
1675,0.3697166017244887,0.2741859189925673,0.23840967384721223,0.37254901960784315
5868,0.384301206516126,0.13305701001491288,0.08712564322841965,0.4229691876750701
2574,0.3681986761184921,0.7741935479212079,0.8705303038115082,0.3585434173669467
1805,0.32400669765112744,0.7782219877882679,0.87111060720848,0.3921568627450981
3007,0.30889003646151203,0.7741930715499385,0.8705303025086698,0.28851540616246496
862,0.4153169647747367,0.024319552726315474,0.005869497276860036,0.39495798319327735
2434,0.44652050764439855,0.5808952700125144,0.6681041868345639,0.4061624649859944
1132,0.36001439682018055,0.27370527028018976,0.2383810467551527,0.35574229691876746
4484,0.3904980986808131,0.7547767279001117,0.8652844708552248,0.4201680672268907
3514,0.4791793812497066,0.7743195564516128,0.8705342140414354,0.4817927170868347
943,0.47558017620456006,0.6373561888730394,0.7198449366992449,0.4789915966386554
465,0.32189412077680235,0.6452872983870968,0.7225439098720267,0.3165266106442577
3983,0.4711202916920958,0.7782181770570816,0.8711105622432899,0.47058823529411764
9265,0.20171196970408278,0.25808026643837034,0.23412185193153756,0.23809523809523814
411,0.3054003724394786,0.5163731803411558,0.6364192040504975,0.3249299719887955
890,0.4283210490900271,0.7762096158957277,0.8707437950632545,0.4285714285714286
982,0.2759807833748025,0.5163810483870968,0.636419275665626,0.2913165266106442
627,0.30295917249581394,0.27419354815426966,0.23840974498298806,0.31092436974789917
3960,0.5103672754017808,0.9032258064443367,0.956658848247836,0.5266106442577031
2256,0.36937232993756164,0.7761466733725448,0.8707423566353828,0.37815126050420167
2429,0.3235215874059121,0.258324526505725,0.23413999284842257,0.3697478991596639
8051,0.3113964686998395,0.7739494077620985,0.8705197463231304,0.3174157303370787
2241,0.3151732603153621,0.7739341487402036,0.870519552955963,0.351123595505618
7753,0.3045352972649734,0.02614028984709238,0.006077576643227611,0.3202247191011236
830,0.41162307619677085,0.8386466733870896,0.902213786114513,0.4466292134831461
2647,0.30933496994303344,0.2741935483866278,0.23840974498300982,0.348314606741573
1830,0.5015736631731345,0.40322199128867175,0.32453826324982193,0.4915730337078652
4240,0.36477512353255914,0.8386466733870963,0.902213786114513,0.401685393258427
1965,0.31396153967204854,0.7507405288129358,0.8647040449195726,0.3567415730337079
5622,0.22865325905643152,0.5161292783673166,0.6364086470413916,0.202247191011236
1477,0.4747427060711925,0.7743195415503344,0.8705342140326565,0.4803370786516854
1006,0.29407043716362946,0.774185911527433,0.8705302326725399,0.3314606741573034
244,0.32820319138891507,0.7741935483870896,0.8705303038115675,0.3539325842696629
9188,0.3695590595788877,0.2741935483868694,0.23840974498300982,0.3764044943820225
2884,0.38150316306297805,0.8387096082085683,0.9022152245391328,0.4044943820224719
1134,0.4049979542378749,0.6532219875597539,0.7241146641423617,0.4213483146067416
1601,0.5205835143045983,0.7782105327613892,0.8711104400031627,0.5421348314606742
2220,0.31273408239700373,0.5202872983870968,0.636995695003278,0.3398876404494382
813,0.3615963239228276,0.33870914091911497,0.2700946644113661,0.3651685393258427
2585,0.4276587039310106,0.27620967741935476,0.23862323630000437,0.4101123595505618
2861,0.312151827022944,0.7741933099685177,0.8705303033322582,0.3455056179775281
2342,0.37229723350014166,0.7741859189925673,0.8705302326757699,0.401685393258427
2763,0.324678185881094,0.8386481479636465,0.9022137944948094,0.3258426966292135
1944,0.2926226670443458,0.25807979006335247,0.23412185062869906,0.3567415730337079
1966,0.23085638749881976,0.5195548762717555,0.6369564392858469,0.2612359550561798
2293,0.3370153505301472,0.7661366693435034,0.8689528756327094,0.3718309859154929
2543,0.31970248457034345,0.0027091733870896473,0.0002515748384650518,0.3380281690140845
1801,0.1752492482987814,0.0004882961516305961,2.869823775109026e-05,0.20563380281690136
11013,0.2648995094160469,0.5805822038824009,0.668092128918305,0.2845070422535211
2423,0.35445481880044316,0.7762017403806714,0.8707437234448959,0.3859154929577465
142,0.28711821490742206,0.016380325440444876,0.004298715051610058,0.3352112676056338
3424,0.2577464788732394,0.5630035405197309,0.663620879903865,0.2901408450704225
539,0.4155246083241019,0.0025849553828295457,0.00024486541283308405,0.47605633802816905
3554,0.38795695521443263,0.5846163802949202,0.668672468120588,0.3690140845070422
979,0.28977686342775755,0.6450355206766436,0.7225332812445409,0.3126760563380282
3374,0.5401962335812629,0.0821711425724776,0.03631113206062864,0.504225352112676
3545,0.32456084823548026,0.7739410554209081,0.8705196734018747,0.3577464788732394
3047,0.4781927520177244,0.7662552859659656,0.8689567152060299,0.5014084507042254
96,0.24117740148757716,0.08058168017328904,0.0359715687302834,0.2676056338028169
461,0.2894287070739041,0.6450429116455545,0.7225333519010289,0.3211267605633803
3026,0.45451811995568914,0.5862682707036917,0.6694303156200149,0.45070422535211263
3593,0.41823073271087197,0.8306451591873343,0.90063772528931,0.43380281690140843
128,0.3534176812286146,0.19336147077621924,0.11780812638141669,0.3615819209039548
3787,0.25837510941354336,0.5080645161290323,0.6336980581464646,0.2966101694915254
3691,0.45726108060794146,0.83822085779401,0.902186525010514,0.4689265536723164
1054,0.4266889472427787,0.5725959039503528,0.6653831723097348,0.4463276836158192
2433,0.43975491366276753,0.524193670976186,0.6379861460542028,0.4378531073446328
4937,0.3064852391183258,0.0020239949829508053,0.00021356293166430174,0.2994350282485876
2124,0.22153258534256381,7.875504032250902e-06,7.161835824387452e-08,0.2542372881355932
322,0.2620514044720299,0.5080797749180876,0.6336982515136105,0.28248587570621464
3168,0.37560276915731683,0.5881583921368694,0.6696409299507111,0.3954802259887006
4355,0.3502029123895918,0.6940369816298364,0.7499627233604553,0.3305084745762712
2396,0.3451102092782685,0.2736892777109261,0.23838085159584654,0.38700564971751417
1678,0.3286703270470279,0.5725805834010878,0.6653829788772596,0.3418079096045198
925,0.4345667223681069,0.3223365660563896,0.2657960206726405,0.4265536723163842
1005,0.2391978992599666,0.5625097828526651,0.6635920695532289,0.25141242937853103
2110,0.45079971353545,0.502756426411305,0.6323733774813196,0.48587570621468923
697,0.3666109652263866,0.572580643296771,0.6653829789421519,0.364406779661017
1366,0.29854380520410595,0.7580645166094875,0.8662422160813539,0.2740112994350282
3117,0.46053950823585577,0.50226816054312,0.6323446792611858,0.4887005649717514
1050,0.31881912946606195,0.7580645165951647,0.8662422160813534,0.30225988700564976
2242,0.45080904594996885,0.9032100671001014,0.9566586535766046,0.4107648725212465
562,0.34898609177189865,0.06905229642014121,0.03229414309398215,0.34560906515580736
197,0.36265424689105485,0.27418591899256906,0.23840967384721234,0.3371104815864022
5369,0.4354443750900273,0.5243195524934919,0.6379900561053959,0.4107648725212465
496,0.33877498759622926,0.6452872983868694,0.7225439098720267,0.32011331444759206
7401,0.26412829500168056,0.5005116693435105,0.6321495228754607,0.2662889518413598
2,0.2706742849826347,0.5007481805737537,0.6321600092281,0.26912181303116145
1829,0.5024407419855637,0.8382213961691201,0.9021865263787194,0.4759206798866855
428,0.40405883388550123,0.3386481036657403,0.27009323561021925,0.40226628895184136
3651,0.44712792688977454,0.2739494116075577,0.23839918749576905,0.4504249291784702
2486,0.2752196667787007,0.07064659562487441,0.033050586827517714,0.2662889518413598
1688,0.4466637857908804,0.8308338193718584,0.900646914778006,0.43342776203966005
3008,0.3011315439893728,0.5237052671220901,0.6379574476477652,0.30594900849858353
9203,0.3262911925225268,0.8911749280055358,0.95450225497229,0.3286118980169972
1575,0.4124293785310734,0.7741935483906175,0.8705303038115675,0.4164305949008499
