"","id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente"
0,2378,0.1017369727047146,0.12500060536422142,0.085548216351641,0.0903225806451613
1,576,0.05275191899395726,0.12500000186264515,0.08554821486918573,0.07051282051282048
2,704,0.05332353421525393,7.630139953107573e-05,1.6221710632535746e-06,0.05769230769230771
3,3818,0.09235668789808915,0.6250763032621762,0.7176703958688067,0.08974358974358976
4,1972,0.13065490772497146,0.12524414249219273,0.08555877235762266,0.16025641025641024
5,2632,0.09407153356197939,0.6252594012812552,0.7176795245533263,0.09615384615384615
6,1539,0.03952310958680383,0.0009765625045474735,7.800987432415862e-05,0.0641025641025641
7,2484,0.04646415155969297,0.12501526065261714,0.08554840823633147,0.05128205128205132
8,1695,0.05985627960150253,0.12506103701980464,0.08554964366987361,0.10897435897435892
9,793,0.09456148946594811,0.12507630140044068,0.085549837039812,0.10897435897435892
10,1726,0.025559366323697486,7.62939453125e-05,1.622167833614796e-06,0.038461538461538436
11,485,0.0656540911317981,0.5012207031250001,0.6322091261913187,0.07051282051282048
12,2177,0.2194185856606239,0.6262976025063836,0.7177589647107967,0.23076923076923073
13,2357,0.08949861179160545,0.6250152606553456,0.7176689670648893,0.09615384615384615
14,2881,0.045402580434427575,0.12501526065170776,0.08554840823633147,0.05128205128205132
15,9635,0.04050302139474116,0.12500000186264526,0.08554821486918573,0.038461538461538436
16,652,0.05275191899395726,0.12524414248764515,0.08555877235762266,0.08333333333333337
17,1844,0.17711905928466443,0.12525943854871047,0.08555896575186184,0.1923076923076923
18,1926,0.09007022701290213,0.6250763032594477,0.7176703958688067,0.08974358974358976
19,3510,0.05634492895639387,0.12500000000045475,0.08554821486874864,0.09615384615384615
20,1276,0.07039033153682839,0.6250610444694757,0.7176702025016608,0.08333333333333337
21,2393,0.04491262453045897,0.12501526065170765,0.08554840823633147,0.04487179487179482
22,435,0.23419892209701132,0.12629759313495903,0.08563840587856952,0.2564102564102564
23,192,0.18152866242038213,0.12623596379581592,0.085636975599093,0.21153846153846156
24,2122,0.046954107463661576,7.629580795764923e-05,1.6221682705985785e-06,0.05128205128205132
25,1637,0.06745059611301651,0.12501526810228825,0.08554840823956111,0.07692307692307687
26,2087,0.09235668789808915,0.0002441424880998966,1.055748887390795e-05,0.1282051282051282
27,764,0.1336763024661114,0.1250152681614054,0.08554840823956411,0.17948717948717952
28,3592,0.07978115302956068,0.12507630325853825,0.08554983704024888,0.08974358974358976
29,3871,0.11522129674995918,0.625320434571222,0.717680953353577,0.14743589743589747
30,3487,0.05193532582067617,0.12501526810228825,0.08554840823956111,0.05769230769230771
31,1493,0.042707822962600006,1.5268102288246155e-05,1.933708122514588e-07,0.05769230769230771
32,374,0.12085578964559851,0.12506103701889515,0.08554964366987361,0.17948717948717952
33,1730,0.09292830311938594,0.6250762958079576,0.7176703958655771,0.10897435897435892
34,2379,0.10746366160378895,0.6250763014004406,0.7176703958683697,0.11538461538461542
35,2925,0.02645761881430675,0.1250152587890625,0.08554840823589438,0.038461538461538436
36,1628,0.09358157765801078,0.12501526065625523,0.08554840823633159,0.10256410256410253
37,866,0.06075453209211168,0.6250152587890625,0.7176689670644522,0.08333333333333337
38,1338,0.01257553486852847,0.0,-2.220446049250313e-16,0.038461538461538436
39,1979,0.12175404213620777,0.12532043643295765,0.08556039452545638,0.16025641025641024
40,346,0.0409113179813817,1.52587890625e-05,1.9336714562889767e-07,0.07692307692307687
41,1909,0.04417769067450594,0.1250152587890625,0.08554840823589438,0.07051282051282048
42,2099,0.10150253143883714,0.1250152587891762,0.08554840823589438,0.1217948717948718
43,3760,0.1271435570798628,7.629398623976158e-06,7.113579747475285e-08,0.13461538461538458
44,5270,0.022946268169198092,0.125,0.08554821486874864,0.03205128205128205
45,2926,0.031847133757961776,0.125,0.08554821486874864,0.05769230769230771
46,1699,0.14861995753715496,0.6252594068691906,0.7176795245561187,0.17307692307692313
47,3909,0.0218846970439327,0.125,0.08554821486874864,0.03205128205128205
48,1731,0.05128205128205132,1.5260652617143933e-05,1.9336758283472477e-07,0.08333333333333337
49,11265,0.10877021068103876,0.6252594087281977,0.7176795245565557,0.10897435897435892
50,2519,0.04295280091458431,1.862645149230957e-09,4.368727601899991e-13,0.07051282051282048
51,1481,0.04979321753515298,1.5268103197740857e-05,1.933708123624811e-07,0.07096774193548383
52,10364,0.03498759305210919,0.5,0.6321205588285577,0.032258064516129004
53,4034,0.09669148056244825,0.5009765625,0.6321985687028818,0.09677419354838712
54,401,0.05004135649296937,0.125015258789972,0.0855484082358946,0.03870967741935483
55,2330,0.10769230769230764,0.6250610444694759,0.7176702025016609,0.12903225806451613
56,1806,0.09296939619520261,1.5268105926335984e-05,1.933708123624811e-07,0.11612903225806448
57,3834,0.027956989247311825,1.52587890625e-05,1.9336714562889767e-07,0.02580645161290318
58,1222,0.06484698097601327,3.637978807091713e-12,0.0,0.10322580645161294
59,212,0.0701406120760959,1.4552359317576702e-11,3.3306690738754696e-16,0.07096774193548383
